doc_id,chunk_id,title,text,source,source_split,topic,question_id,original_hotpotqa_id,paragraph_index,is_gold_evidence,source_system,s2_corpus_role
hotpotqa_mini_0002_doc_01,hotpotqa_mini_0002_chunk_01,Robins Center,"The Robins Center is a 7,201-seat multi-purpose arena in Richmond, Virginia. Opened in 1972, the arena is home to the University of Richmond Spiders basketball. It hosted the ECAC South (now known as the Colonial Athletic Association) men's basketball tournament in 1983. It is named for E. Claiborne Robins Sr, class of 1931, who, along with his family, have been leading benefactors for the school. The opening of the Robins Center returning Spider basketball to an on-campus facility for the first time since the mid-1940s when it outgrew Millhiser Gymnasium. In the intervening decades, the Spiders played home games in numerous locations around the Richmond area, including the Richmond Coliseum (1971–1972), the Richmond Arena (1954–1971), the Benedictine High School gymnasium (1951–1954), Grays' Armory (1950–1951) and Blues' Armory (1947–1950). The Robins Center arena serves as the location of the University of Richmond's commencement exercises and hosted a 1992 Presidential debate involving Bill Clinton, George H. W. Bush, and Ross Perot.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,1,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0002_doc_02,hotpotqa_mini_0002_chunk_02,2011–12 QMJHL season,"The 2011–12 QMJHL season was the 43rd season of the Quebec Major Junior Hockey League (QMJHL). The regular season, which consisted of seventeen teams playing 68 games each, began in September 2011 and ended in March 2012. This season was Blainville-Boisbriand Armada's first season in the league, as the team relocated to Boisbriand from Verdun where they played as the Montreal Junior Hockey Club from 2008 to 2011. The league lost one of his charter teams when the Lewiston Maineiacs folded during after the previous season, the QMJHL later announce an expansion team to Sherbrooke for the 2012-2013 season. In the playoffs, the Saint John Sea Dogs became the seventh team in league history to capture consecutive President's Cup championships.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,2,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0002_doc_03,hotpotqa_mini_0002_chunk_03,Loan modification in the United States,"Loan modification is the systematic alteration of mortgage loan agreements that help those having problems making the payments by reducing interest rates, monthly payments or principal balances. Lending institutions could make one or more of these changes to relieve financial pressure on borrowers to prevent the condition of foreclosure. Loan modifications have been practiced in the United States since The 2008 Crash Of The Housing Market from Washington Mutual, Chase Home Finance, Chase, JP Morgan & Chase, other contributors like MER's. Crimes of Mortgage ad Real Estate Staff had long assisted nd finally the squeaky will could not continue as their deviant practices broke the state and crashed. Modification owners either ordered by The United States Department of Housing, The United States IRS or President Obamas letters from Note Holders came to those various departments asking for the Democratic process to help them keep their homes and protection them from explosion. Thus the birth of Modifications. It is yet to date for clarity how theses enforcements came into existence and except b whom, but t is certain that note holders form the Midwest reached out in the Democratic Process for assistance. FBI Mortgage Fraud Department came into existence. Modifications HMAP HARP were also birthed to help note holders get Justice through reduced mortgage by making terms legal. Modification of mortgage terms was introduced by IRS staff addressing the crisis called the HAMP TEAMS that went across the United States desiring the new products to assist homeowners that were victims of predatory lending practices, unethical staff, brokers, attorneys and lenders that contributed to the crash. Modification were a fix to the crash as litigation has ensued as the lenders reorganized and renamed the lending institutions and government agencies are to closely monitor them. Prior to modifications loan holders that experiences crisis would use Loan assumptions and Loan transfers to keep the note in the 1930s. During the Great Depression, loan transfers, loan assumption, and loan bail out programs took place at the state level in an effort to reduce levels of loan foreclosures while the Federal Bureau of Investigation, Federal Trade Commission, Comptroller, the United States Government and State Government responded to lending institution violations of law in these arenas by setting public court records that are legal precedence of such illegal actions. The legal precedents and reporting agencies were created to address the violations of laws to consumers while the Modifications were created to assist the consumers that are victims of predatory lending practices. During the so-called ""Great Recession"" of the early 21st century, loan modification became a matter of national policy, with various actions taken to alter mortgage loan terms to prevent further economic destabilization. Due to absorbent personal profits nothing has been done to educate Homeowners or Creditors that this money from equity, escrow is truly theirs the Loan Note Holder and it is their monetary rights as the real prize and reason for the Housing Crash was the profit n obtaining the mortgage holders Escrow. The Escrow and Equity that is accursed form the Note Holders payments various staff through the United States claimed as recorded and cashed by all staff in real-estate from local residential Tax Assessing Staff, Real Estate Staff, Ordinance Staff, Police Staff, Brokers, attorneys, lending institutional staff but typically Attorneys who are also typically the owners or Rental properties that are trained through Bankruptcies'. that collect the Escrow that is rightfully the Homeowners but because most Homeowners are unaware of what money is due them and how they can loose their escrow. Most Creditors are unaware that as the note holder that the Note Holder are due a annual or semi annual equity check and again bank or other lending and or legal intuitions staff claim this monies instead. This money Note Holders were unaware of is the prize of real estate and the cause of the Real Estate Crash of 2008 where Lending Institutions provided mortgages to people years prior they know they would eventually loose with Loan holders purchasing Balloon Mortgages lending product that is designed to make fast money off the note holder whom is always typically unaware of their escrow, equity and that are further victimized by conferences and books on HOW TO MAKE MONEY IN REAL STATE - when in fact the money is the Note Holder. The key of the crash was not the House, but the loan product used and the interest and money that was accrued form the note holders that staff too immorally. The immoral and illegal actions of predatory lending station and their staff began with the inception of balloon mortgages although illegal activity has always existed in the arena, yet the crash created ""Watch Dog"" like HAMP TEAM, IRS, COMPTROLLER< Federal Trade Commission Consumer Protection Bureau, FBI, CIA, Local Police Department, ICE ( The FBI online Computer crime division receives and investigates computer crimes that record keeping staff from title companies, lending institutional staff, legal staff and others created fraudulent documents to change payments and billing of note holders to obtain the money note holders are typically unaware of) and other watch dog agencies came into existence to examine if houses were purchased through a processed check at Government Debited office as many obtained free homes illegally. Many were incarcerated for such illegal actions. Modifications fixed the Notes to proper lower interest, escrow, tax fees that staff typically raised for no reason. Many people from various arenas involved in reals estate have been incarcerated for these actions as well as other illegal actions like charging for a modification. Additionally Modifications were also made to address the falsifications such as inappropriate mortgage charges, filing of fraudulently deeds, reporting of and at times filing of fraudulent mortgages that were already paid off that were fraudulently continued by lenders staff and attorneys or brokers or anyone in the Real Estate Chain through the issues of real estate terms to continue to violate United States Laws, contract law and legal precedence where collusion was often done again to defraud and steal from the Note Holder was such a common practice that was evidence as to why the Mortgage Crash in 2008 occurred for the purpose of wining the prize of stealing form Homeowners and those that foreclosed was actually often purposefully for these monies note holders were unaware of to be obtained which was why Balloon mortgages and loans were given to the staff in the Real Estate Market with the hoper and the expectation that the loan holders would default as it offered opportunity to commit illegal transactions of obtaining the homeowners funds. While such scams were addressed through modifications in 2008. The Market relied heavily on Consumers ignorance to prosper, ignorance of real estate terms, ignorance on what they were to be charged properly for unethical financial gain and while staff in real estates lending arenas mingled terms to deceive y deliberate confusion consumers out of cash and homes while the USA Government provided Justice through President Obamas Inception and IRS Inception of Modifications which addressed these unethical profits in Reals Estate. It was in 2009 that HARP, HAMP and Modifications were introduced to stop the victimization of Note Holders. Taking on the Banks that ran USA Government was a great and dangerous undertaking that made America Great Again as Justice for Consumers reigned. Legal action taken against institutions that have such business practices can be viewed in State Code of Law and Federal Law on precedent cases that are available to the public. Finally, It had been unlawful to be charged by an attorney to modify as well as fro banking staff to modify terms to increase a mortgage and or change lending product to a balloon in an concerted effort to make homeowner foreclose which is also illegal, computer fraud and not the governments intended purpose or definition of a modification.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,3,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0002_doc_04,hotpotqa_mini_0002_chunk_04,Case Gym,"Case Gym is a 1,800-seat multi-purpose arena at Boston University in Boston, Massachusetts. It opened in 1972 as part of the Harold Case Physical Education Center, which is named after the university's fifth president, Harold C. Case. The gym is referred to as ""The Roof"" because it is located on the top level of the building, above Walter Brown Arena. It is home to the Boston University Terriers men's and women's basketball teams, as well as the men's wrestling team. Basketball games are also played in Agganis Arena, and on occasion Walter Brown Arena. When Boston University left the America East Conference for the Patriot League in July 2013, they announced that all home men's basketball conference games would be played at Agganis Arena, with the non-conference games to be played at Case.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,4,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0002_doc_05,hotpotqa_mini_0002_chunk_05,Androscoggin Bank Colisée,"The Androscoggin Bank Colisée (formerly Central Maine Civic Center and Lewiston Colisee) is a 4,000 capacity (3,677 seated) multi-purpose arena, in Lewiston, Maine, that opened in 1958. In 1965 it was the location of the World Heavyweight Title fight during which one of the most famous sports photographs of the century was taken of Muhammed Ali standing over Sonny Liston.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,5,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0002_doc_06,hotpotqa_mini_0002_chunk_06,2007 Memorial Cup,"The 2007 MasterCard Memorial Cup was played in May 2007 in Vancouver, British Columbia, at the Pacific Coliseum. It was the 89th annual Memorial Cup competition and determined the major junior ice hockey champion of the Canadian Hockey League (CHL). The tournament was competed between the WHL champion Medicine Hat Tigers, the OHL champion Plymouth Whalers, the QMJHL champion Lewiston Maineiacs, and the host team and tournament champion Vancouver Giants, who were competing in their second consecutive national junior championship. The Memorial Cup tournament was a four team tournament with a round-robin format. The Giants won their first Memorial Cup, defeating Medicine Hat 3–1 in the second all-WHL final in tournament history (the first was in 1989). The tournament set a new Memorial Cup attendance record with 121,561 fans attending the nine games. The previous record of 84,686 was set at the 2003 tournament in Quebec City.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,6,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0002_doc_07,hotpotqa_mini_0002_chunk_07,Lewiston Maineiacs,"The Lewiston Maineiacs were a junior ice hockey team of the Quebec Major Junior Hockey League based in Lewiston, Maine. The team played its home games at the Androscoggin Bank Colisée. They were the second QMJHL team in the United States, and the only one to play a full season. They won the President's Cup in 2007.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,7,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0002_doc_08,hotpotqa_mini_0002_chunk_08,Dwyer Arena,"The Robert and Concetta Dwyer Arena houses two ice surfaces, both 200 x 85 ft., and pro shop on Niagara University's campus in Lewiston, New York, United States. The main rink can seat up to 1,400 people and is the home to the Niagara Purple Eagles men's ice hockey team, which plays in Atlantic Hockey. The arena was formerly home to the women's ice hockey team, which played in College Hockey America.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,8,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0002_doc_09,hotpotqa_mini_0002_chunk_09,2006–07 QMJHL season,"The 2006–07 QMJHL season was the 38th season in the history of the Quebec Major Junior Hockey League. The regular season ran from September 14, 2006 to March 18, 2007. Eighteen teams played 70 games each in the schedule. The Lewiston Maineiacs finished first overall in the regular season winning their first Jean Rougeau Trophy. Lewiston won 16 playoff games, losing only one, en route to their first President's Cup, defeating the Val-d'Or Foreurs in the finals.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0002,5a87ab905542996e4f3088c1,9,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_00,hotpotqa_mini_0003_chunk_00,Mendocino County GMO Ban,"Mendocino County, California, was the first jurisdiction in the United States to ban the cultivation, production or distribution of genetically modified organisms (GMOs). The ordinance, entitled Measure H, was passed by referendum on March 2, 2004. Initiated by the group ""GMO Free Mendocino"", the campaign was a highly publicized grassroots effort by local farmers and environmental groups who contend that the potential risks of GMOs to human health and the ecosystem have not yet been fully understood. The measure was met with opposition by several interest groups representing the biotechnology industry, The California Plant Health Association (now the Western Plant Health Association) and CropLife America, a Washington-based consortium whose clients represent some of the largest food distributors in the nation, including Monsanto, DuPont and Dow Chemical. Since the enactment of the ordinance, Mendocino County has been added to an international list of ""GMO free zones."" Pre-emptive statutes banning local municipalities from such ordinances have now become widespread with adoption in sixteen states.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,0,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_01,hotpotqa_mini_0003_chunk_01,"United States Senate election in Illinois, 1978","The 1978 United States Senate election in Illinois took place on November 7, 1978. Incumbent Republican United States Senator Charles H. Percy ran for re-election to a third term in the United States Senate. Percy was opposed by Democratic nominee Alex Seith, an attorney who had been appointed to several local government positions. Though Percy had been expected to coast to re-election over Seith, a first-time candidate, the election quickly became competitive. In the last few days of the campaign, a desperate Percy ran a television advertisement that featured him apologizing and acknowledging that, ""I got your message and you're right."" Percy's last-ditch effort appeared to have paid off, as he was able to edge out Seith to win what would end up being his third and final term in the Senate.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,1,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_02,hotpotqa_mini_0003_chunk_02,William H. Cook Water Tank House,"The William H. Cook Water Tank House is a water tank house located southeast of Jerome, Idaho, United States. The building was constructed circa 1915 and was used to store water for William H. Cook's farm. The rectangular building was constructed with lava rock and contains a metal tank. Although the stone craftsmanship in the building is similar to the work of local stonemason H. T. Pugh, the builder of the house has not been determined.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,2,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_03,hotpotqa_mini_0003_chunk_03,"Amherst, Massachusetts","Amherst ( ) is a town in Hampshire County, Massachusetts, United States, in the Connecticut River valley. As of the 2010 census, the population was 37,819, making it the largest municipality in Hampshire County (although the county seat is Northampton). The town is home to Amherst College, Hampshire College, and the University of Massachusetts Amherst, three of the Five Colleges. The name of the town is pronounced without the ""h"" (""AM-erst""), giving rise to the local saying, ""only the 'h' is silent"", in reference both to the pronunciation and to the town's politically active populace.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,3,False,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_04,hotpotqa_mini_0003_chunk_04,Local H,"Local H is an American rock band originally formed by guitarist and vocalist Scott Lucas, bassist Matt Garcia, drummer Joe Daniels, and lead guitarist John Sparkman in Zion, Illinois in 1987. The members all met in high school in 1987 and founded Local H three years later.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,4,True,S1_hotpotqa_mini,shared_retrieval_corpus
hotpotqa_mini_0003_doc_05,hotpotqa_mini_0003_chunk_05,Wilford H. Fawcett House,"The Wilford H. Fawcett House is a house in Breezy Point, Minnesota, United States, listed on the National Register of Historic Places. Wilford H. Fawcett, also known as ""Captain Billy"", started the book ""Captain Billy's Whiz Bang"" as a joke book for soldiers during World War I. He formed Fawcett Publications in 1919 in Robbinsdale, Minnesota. In 1920, he bought a tract of land where the present-day Breezy Point Resort is located, and he began building cottages and a large log lodge. The lodge has since burnt down. He built the Fawcett House as a private residence within the resort property. Fawcett hired the Minneapolis architects of Magney and Tusler and commissioned the design in the Swiss Chateau style. The rustic log style was a bit ironic, since the local logging industry had declined before the resort was built.",hotpotqa_huggingface_distractor,validation,geography,hotpotqa_mini_0003,5a8db19d5542994ba4e3dd00,5,False,S1_hotpotqa_mini,shared_retrieval_corpus
